धातुः	मूलधातुः	धात्वर्थः	गणः	कर्मकत्वं	इट्त्वं	उपग्रहः	रूपम्	अनुबन्धादिविशेषः	टिप्पणिः
कुण्ठ्	कुठि	प्रतिघाते	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी			
कुड्	कुड	बाल्ये	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	कुडति	कुटादिः	
कुण्ड्	कुडि	दाहे	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	कुण्डते	इदित्	
कुण्ड्	कुडि	वैकल्ये	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	कुण्डति	इदित्	
कुण्ड्	कुडि	रक्षणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	कुण्डयति-ते		
कुण्	कुण	शब्दोपकरणयोः	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	कुणति		
कुण्	कुण	आमन्त्रणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	कुणयति-ते	अदन्तः	
कुत्स्	कुत्स	अवक्षेपणे (निन्दने)	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	कुत्सयते	आकुस्मीयः	
कुथ्	कुथ	पूतीभावे (दुर्गन्धः)	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	कुथ्यति		
कुथ्	कुथ	संश्लेषणे (सङ्क्लेशन इत्येके)	क्र्यादिः	सकर्मकः	सेट्	परस्मैपदी	कुथ्नाति		
कुन्थ्	कुथि	हिंसा-सङ्क्लेशनयोः	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	कुन्थति		
कुन्द्र	कुद्रि	अनृतभाषणे	चुरादिः	सकर्मकः	सेट्	उभयपदी	कुन्द्रयति-ते/ कुन्द्रति-ते	इदित्	
कुन्थ्	कुन्थ	संश्लेषणे	क्र्यादिः	सकर्मकः	सेट्	परस्मैपदी	कुथ्नाति		
कुप्	कुप	क्रोधे	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	कुप्यति	पुषादिः	
कुप्	कुप	भाषायाम्	चुरादिः	सकर्मकः	सेट्	उभयपदी	कोपयति-ते		
कुम्ब्	कुबि	आच्छादने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	कुम्बति	कुबेरः	
कुम्ब्	कुबि	आच्छादने	चुरादिः	सकर्मकः	सेट्	उभयपदी	कुम्बयति-ते/ कुम्बति-ते	इदित्	
कुमार्	कुमार	क्रीडायाम्	चुरादिः	अकर्मकः	सेट्	उभयपदी	कुमारयति-ते	अदन्तः	
कुर्	कुर	शब्दे	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	कुरति		
कुर्द्	कुर्द	क्रीडायाम्	भ्वादिः	अकर्मकः	सेट्	आत्मनेपदी	कूर्दते		
कुल्	कुल	सन्त्याने/ बन्धुषु च (सन्त्यानं सङ्घीकरणम्)	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	कोलति		
कुंश्	कुशि	भाषायाम्	चुरादिः	अकर्मकः	सेट्	उभयपदी	कुंशयति-ते/ कुंशति-ते	इदित्	
कुष्	कुष	निष्कोषे (अन्तर्गतस्य बहिः निस्सारणम्)	क्र्यादिः	सकर्मकः	सेट्	परस्मैपदी	कुष्णाति		
कुषुभ्		क्षेपे	कण्ड्वादिः				कुषुभ्यति		
कुस्	कुस	श्लेषणे	दिवादिः	सकर्मकः	सेट्	परस्मैपदी	कुस्यति	पुषादिः	
कुंस्	कुसि	भाषायाम्	चुरादिः	अकर्मकः	सेट्	उभयपदी	कुंसयति-ते		
कुस्म्	कुस्म	कुत्सितस्मये	चुरादिः	अकर्मकः	सेट्	आत्मनेपदी	कुस्मयते		
कुह्	कुह	विस्मापने 	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	कुहयते	आवर्गीयः/ अदन्तः	
कू	कूङ्	शब्दे	तुदादिः	अकर्मकः	सेट्	आत्मनेपदी	कुवते	ऊकारान्तः/ ङित्	
कूज्	कूज	अव्यक्ते शब्दे	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	कूजति		
कूट्	कूट	आप्रदाने	चुरादिः	सकर्मकः	सेट्	आत्मनेपदी	कूटयते	आकुस्मीयः	
कूट्	कूट	परितापे	चुरादिः	अकर्मकः	सेट्	उभयपदी	कूटयति-ते	अदन्तः	
कूण्	कूण	सङ्कोचने	चुरादिः	सकर्मकः	सेट्	उभयपदी	कूणयति-ते	अदन्तः	
कूल्	कूल	आवरणे	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	कूलति		
कृ	कृञ्	हिंसायाम्	स्वादिः	सकर्मकः	अनिट्	उभयपदी	कुणोति-कृणुते	ऋकारान्तः/ ञित्	
कृ	डुकृञ्	करणे	तनादिः	सकर्मकः	अनिट्	उभयपदी	करोति/ कुरुते		
कृड्	कृड	घनत्वे (सान्द्रता) वसने इत्येके	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	कृडति	कुटादिः	
कृत्	कृती	छेदने	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	कृन्तति	ईदित्/ मुचादिः	
